Generated by GetData 2.18 on December 31 2023, 16:32
from file '\\Mac\Home\Downloads\Screenshot 2023-12-31 at 16.23.40.jpg'


Line #1
5.08333333333333e+002	1.57703209488924e+001
5.09807256235828e+002	1.54780371070459e+001
5.11337868480726e+002	1.51901095341329e+001
5.12698412698413e+002	1.48978345917121e+001
5.14002267573696e+002	1.46012033803579e+001
5.15362811791383e+002	1.43045677192908e+001
5.16836734693878e+002	1.40122838774442e+001
5.18367346938775e+002	1.37199955858848e+001
5.19897959183673e+002	1.34277072943254e+001
5.21428571428571e+002	1.31354190027659e+001
5.22959183673469e+002	1.28431307112065e+001
5.24546485260771e+002	1.25508379699342e+001
5.26247165532880e+002	1.22628970478825e+001
5.27947845804989e+002	1.19793168444772e+001
5.29535147392290e+002	1.16913848218513e+001
5.31179138321995e+002	1.14034483495125e+001
5.32879818594104e+002	1.11155074274608e+001
5.34693877551020e+002	1.08275576059833e+001
5.36337868480726e+002	1.05396211336445e+001
5.37868480725624e+002	1.02516935607315e+001
5.39512471655329e+002	9.97247852568552e+000
5.41439909297052e+002	9.70196267936793e+000
5.43424036281179e+002	9.43144238333743e+000
5.45351473922902e+002	9.15220509972696e+000
5.47222222222222e+002	8.87297226582941e+000
5.49092970521542e+002	8.59373943193185e+000
5.51020408163265e+002	8.31886286696782e+000
5.53061224489796e+002	8.04833812122442e+000
5.55102040816327e+002	7.77781337548101e+000
5.57142857142857e+002	7.50728862973761e+000
5.59297052154195e+002	7.24111570321483e+000
5.61394557823129e+002	6.97494722640495e+000
5.63548752834467e+002	6.70877429988217e+000
5.65816326530612e+002	6.44695319258001e+000
5.68083900226757e+002	6.18949280392429e+000
5.70408163265306e+002	5.93638868420210e+000
5.72789115646259e+002	5.67891939612056e+000
5.75283446712018e+002	5.43016264590609e+000
5.77777777777778e+002	5.18576661433804e+000
5.80328798185941e+002	4.93700541441066e+000
5.82993197278912e+002	4.69695675235034e+000
5.85714285714286e+002	4.46126435922354e+000
5.88492063492063e+002	4.22556751638384e+000
5.91326530612245e+002	3.99858766112410e+000
5.94160997732426e+002	3.77160780586437e+000
5.97052154195011e+002	3.54898421953816e+000
6.00000000000000e+002	3.33507762079191e+000
6.02947845804989e+002	3.12117102204566e+000
6.06009070294785e+002	2.91597696116647e+000
6.09070294784580e+002	2.71078290028727e+000
6.12244897959184e+002	2.50994065862871e+000
6.15419501133787e+002	2.31345913561657e+000
6.18650793650794e+002	2.11697316289153e+000
6.21938775510204e+002	1.93356489639288e+000
6.25340136054422e+002	1.76322988640773e+000
6.28741496598640e+002	1.59289487642257e+000
6.32199546485261e+002	1.43127685401738e+000
6.35714285714286e+002	1.27401510054571e+000
6.39342403628118e+002	1.12546588494110e+000
6.42970521541950e+002	9.85638106629360e-001
6.47448979591837e+002	7.89054240220421e-001
6.53061224489796e+002	6.31627847371288e-001
6.58163265306122e+002	4.74241501938295e-001
6.64795918367347e+002	3.16735014256880e-001
6.72959183673469e+002	1.98354852144940e-001
6.80102040816327e+002	1.58547720501073e-001
