Generated by GetData 2.18 on December 31 2023, 16:32
from file '\\Mac\Home\Downloads\Screenshot 2023-12-31 at 16.23.40.jpg'


Line #1
2.68990929705215e+002	1.97660830423221e+001
2.69614512471655e+002	2.00756451193769e+001
2.70464852607710e+002	2.03808286789336e+001
2.69614512471655e+002	2.00756451193769e+001
2.68990929705215e+002	1.97660830423221e+001
2.71201814058957e+002	2.06903818565626e+001
2.71825396825397e+002	2.09999439336174e+001
2.72675736961451e+002	2.13094882118206e+001
2.73469387755102e+002	2.16190369397366e+001
2.74206349206349e+002	2.19242293987192e+001
2.74886621315193e+002	2.22337870260611e+001
2.75566893424036e+002	2.25433446534030e+001
2.76303854875283e+002	2.28528978310319e+001
2.77040816326531e+002	2.31624510086609e+001
2.77777777777778e+002	2.34676434676435e+001
2.78514739229025e+002	2.37771966452724e+001
2.79251700680272e+002	2.40867498229014e+001
2.79931972789116e+002	2.43963074502433e+001
2.80612244897959e+002	2.47058650775852e+001
2.81349206349206e+002	2.50154182552142e+001
2.82142857142857e+002	2.53249669831302e+001
2.82879818594104e+002	2.56301594421128e+001
2.83673469387755e+002	2.59353474513824e+001
2.84523809523810e+002	2.62448917295856e+001
2.85260770975057e+002	2.65500841885682e+001
2.85997732426304e+002	2.68552766475507e+001
2.86791383219955e+002	2.71604646568203e+001
2.87641723356009e+002	2.74656482163771e+001
2.88492063492063e+002	2.77751924945802e+001
2.89342403628118e+002	2.80847367727834e+001
2.90136054421769e+002	2.83899247820531e+001
2.90929705215420e+002	2.86994735099691e+001
2.91780045351474e+002	2.90046570695259e+001
2.92800453514739e+002	2.93098272799439e+001
2.93820861678005e+002	2.96149974903619e+001
2.94841269841270e+002	2.99201677007799e+001
2.95918367346939e+002	3.02209727428386e+001
2.97108843537415e+002	3.05174081668251e+001
2.98299319727891e+002	3.08138435908115e+001
2.99433106575964e+002	3.11190049018037e+001
3.00623582766440e+002	3.14198010444366e+001
3.01984126984127e+002	3.17118624006379e+001
3.03458049886621e+002	3.20082755760598e+001
3.04875283446712e+002	3.23046932011947e+001
3.06349206349206e+002	3.25967456579701e+001
3.07993197278912e+002	3.28844240469605e+001
3.09750566893424e+002	3.31677328178786e+001
3.11678004535147e+002	3.34423068023651e+001
3.13718820861678e+002	3.37125111687794e+001
3.16043083900227e+002	3.39696111306898e+001
3.18650793650794e+002	3.42048852508036e+001
3.21655328798186e+002	3.44183246296949e+001
3.24886621315193e+002	3.46186640537953e+001
3.28231292517007e+002	3.47971909852376e+001
3.31746031746032e+002	3.49190152251377e+001
3.35544217687075e+002	3.49884885927160e+001
3.39569160997732e+002	3.50274191309177e+001
3.43650793650794e+002	3.50532630634671e+001
3.47732426303855e+002	3.50616641214309e+001
3.51814058956916e+002	3.50439008675160e+001
3.55839002267574e+002	3.50130599073748e+001
3.59863945578231e+002	3.49691367912942e+001
3.63832199546485e+002	3.48990538130480e+001
3.67687074829932e+002	3.48028154223489e+001
3.71541950113379e+002	3.46978555943571e+001
3.75396825396825e+002	3.45841743290723e+001
3.79138321995465e+002	3.44617805259205e+001
3.82823129251701e+002	3.43263090165422e+001
3.86451247165533e+002	3.41777598009376e+001
3.89965986394558e+002	3.40204980474660e+001
3.93424036281179e+002	3.38501585877679e+001
3.96825396825397e+002	3.36711021404899e+001
4.00000000000000e+002	3.34746206174778e+001
4.03004535147392e+002	3.32650702876650e+001
4.05952380952381e+002	3.30468029702724e+001
4.08843537414966e+002	3.28241793839462e+001
4.11621315192744e+002	3.25972039783993e+001
4.14342403628118e+002	3.23658723039190e+001
4.17063492063492e+002	3.21301799107922e+001
4.19671201814059e+002	3.18857749797983e+001
4.22222222222222e+002	3.16413744985174e+001
4.24773242630385e+002	3.13926132985900e+001
4.27267573696145e+002	3.11438565483755e+001
4.29648526077098e+002	3.08907479789404e+001
4.31916099773243e+002	3.06289268716382e+001
4.34183673469388e+002	3.03671057643361e+001
4.36394557823129e+002	3.01052891067468e+001
4.38548752834467e+002	2.98347554615776e+001
4.40646258503401e+002	2.95642262661213e+001
4.42687074829932e+002	2.92937015203779e+001
4.44671201814059e+002	2.90188205057010e+001
4.46598639455782e+002	2.87439439407369e+001
4.48469387755102e+002	2.84647111068394e+001
4.50283446712018e+002	2.81854827226547e+001
4.52040816326531e+002	2.78975373508901e+001
4.53741496598640e+002	2.76139571474848e+001
4.55442176870748e+002	2.73303769440796e+001
4.57086167800454e+002	2.70468011903872e+001
4.58673469387755e+002	2.67545084491149e+001
4.60204081632653e+002	2.64622201575554e+001
4.61621315192744e+002	2.61655800467754e+001
4.62981859410431e+002	2.58689443857082e+001
4.64399092970522e+002	2.55723042749282e+001
4.65759637188209e+002	2.52756686138610e+001
4.67063492063492e+002	2.49790374025068e+001
4.68424036281179e+002	2.46867624600861e+001
4.69841269841270e+002	2.43944830679525e+001
4.71201814058957e+002	2.40978474068853e+001
4.72562358276644e+002	2.38012117458182e+001
4.73866213151927e+002	2.35002198158175e+001
4.75170068027211e+002	2.32035886044632e+001
4.76473922902494e+002	2.29069573931090e+001
4.77777777777778e+002	2.26059654631083e+001
4.79138321995465e+002	2.23093298020412e+001
4.80442176870748e+002	2.20083378720405e+001
4.81746031746032e+002	2.17117066606863e+001
4.83049886621315e+002	2.14150754493320e+001
4.84353741496599e+002	2.11184442379778e+001
4.85657596371882e+002	2.08218130266235e+001
4.86961451247166e+002	2.05251818152693e+001
4.88321995464853e+002	2.02285461542021e+001
4.89625850340136e+002	1.99319149428479e+001
4.90929705215420e+002	1.96352837314936e+001
4.92233560090703e+002	1.93342918014930e+001
4.93537414965986e+002	1.90332998714923e+001
4.94841269841270e+002	1.87410293787845e+001
4.96145124716553e+002	1.84443981674302e+001
4.97505668934240e+002	1.81477625063631e+001
4.98866213151927e+002	1.78511268452959e+001
5.00226757369615e+002	1.75544911842288e+001
5.01587301587302e+002	1.72578555231616e+001
5.02891156462585e+002	1.69612243118074e+001
5.04251700680272e+002	1.66645886507403e+001
5.05668934240363e+002	1.63679485399602e+001
5.07029478458050e+002	1.60713128788931e+001
